video_path,video_id,label,scenario,split,family
Collide/mp4s-redyellow/pilot_it2_collision_simple_box_2_dis_2_occ-redyellow_0007_img.mp4,pilot_it2_collision_simple_box_2_dis_2_occ_0007_img,1,collide,pilot_test,pilot_it2_collision_simple_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_box_2_dis_2_occ-redyellow_0008_img.mp4,pilot_it2_collision_simple_box_2_dis_2_occ_0008_img,1,collide,pilot_test,pilot_it2_collision_simple_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_box_2_dis_2_occ-redyellow_0009_img.mp4,pilot_it2_collision_simple_box_2_dis_2_occ_0009_img,0,collide,pilot_test,pilot_it2_collision_simple_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_box-redyellow_0001_img.mp4,pilot_it2_collision_assorted_targets_box_0001_img,1,collide,pilot_train,pilot_it2_collision_assorted_targets_box
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_box-redyellow_0005_img.mp4,pilot_it2_collision_assorted_targets_box_0005_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_box
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_box-redyellow_0009_img.mp4,pilot_it2_collision_assorted_targets_box_0009_img,1,collide,pilot_train,pilot_it2_collision_assorted_targets_box
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0000_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0000_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0002_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0002_img,1,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0003_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0004_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0004_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0005_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0005_img,1,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0007_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0007_img,1,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0008_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0008_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ-redyellow_0009_img.mp4,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ_0009_img,0,collide,pilot_train,pilot_it2_collision_assorted_targets_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0001_img.mp4,pilot_it2_collision_non-sphere_box_0001_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0004_img.mp4,pilot_it2_collision_non-sphere_box_0004_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0005_img.mp4,pilot_it2_collision_non-sphere_box_0005_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0006_img.mp4,pilot_it2_collision_non-sphere_box_0006_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0007_img.mp4,pilot_it2_collision_non-sphere_box_0007_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box-redyellow_0008_img.mp4,pilot_it2_collision_non-sphere_box_0008_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0000_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0000_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0001_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0001_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0002_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0002_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0003_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0005_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0005_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0006_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_box_1_dis_1_occ-redyellow_0009_img.mp4,pilot_it2_collision_non-sphere_box_1_dis_1_occ_0009_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0001_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0001_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0003_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0003_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0004_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0004_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0006_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0008_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0008_img,0,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_non-sphere_tdw_2_dis_2_occ-redyellow_0009_img.mp4,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ_0009_img,1,collide,pilot_train,pilot_it2_collision_non-sphere_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0000_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0000_img,1,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0001_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0001_img,1,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0002_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0002_img,1,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0003_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0003_img,1,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0005_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0005_img,0,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0006_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0007_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0007_img,0,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_simple_tdw_2_dis_2_occ-redyellow_0008_img.mp4,pilot_it2_collision_simple_tdw_2_dis_2_occ_0008_img,0,collide,pilot_train,pilot_it2_collision_simple_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0000_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0000_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0001_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0001_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0002_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0002_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0003_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0003_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0004_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0004_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0005_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0005_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0006_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0007_img.mp4,pilot_it2_collision_tiny_ball_box_1_dis_1_occ_0007_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0000_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0000_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0001_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0001_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0002_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0002_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0003_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0004_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0004_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0005_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0005_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0007_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0007_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0008_img.mp4,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ_0008_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0003_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0004_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0004_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0005_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0005_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0006_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0008_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0008_img,1,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0009_img.mp4,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ_0009_img,0,collide,pilot_train,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0000_img.mp4,pilot_it2_collision_yeet_box_0000_img,1,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0001_img.mp4,pilot_it2_collision_yeet_box_0001_img,0,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0002_img.mp4,pilot_it2_collision_yeet_box_0002_img,0,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0004_img.mp4,pilot_it2_collision_yeet_box_0004_img,1,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0005_img.mp4,pilot_it2_collision_yeet_box_0005_img,1,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0007_img.mp4,pilot_it2_collision_yeet_box_0007_img,0,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box-redyellow_0009_img.mp4,pilot_it2_collision_yeet_box_0009_img,0,collide,pilot_train,pilot_it2_collision_yeet_box
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0000_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0000_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0001_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0001_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0002_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0002_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0003_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0004_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0004_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0005_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0005_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0006_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0006_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0007_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0007_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0008_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0008_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0009_img.mp4,pilot_it2_collision_yeet_box_1_dis_1_occ_0009_img,1,collide,pilot_train,pilot_it2_collision_yeet_box_1_dis_1_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0000_img.mp4,pilot_it2_collision_yeet_box_2_dis_2_occ_0000_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0001_img.mp4,pilot_it2_collision_yeet_box_2_dis_2_occ_0001_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0002_img.mp4,pilot_it2_collision_yeet_box_2_dis_2_occ_0002_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_2_dis_2_occ
Collide/mp4s-redyellow/pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0003_img.mp4,pilot_it2_collision_yeet_box_2_dis_2_occ_0003_img,0,collide,pilot_train,pilot_it2_collision_yeet_box_2_dis_2_occ
